vector_index,test_case_id,frequency_hz,amplitude_peak_dps,frequency_zone,sample_index,sample_tick_ms,gyro_x_raw_lsb,gyro_x_dps,segment,tremor_envelope,voluntary_envelope,tremor_ratio,on_count,off_count,enabled
0,f5p50_a10,5.5,10.0,formal_motor_band,117,1170,-64,-4.0,tone,2.780402421951294,1.5465188026428223,0.6425821185112,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,118,1180,-10,-0.625,tone,2.6135783195495605,1.9056332111358643,0.5783261656761169,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,119,1190,45,2.8125,tone,2.456763505935669,2.486570119857788,0.49698516726493835,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,120,1200,94,5.875,tone,2.3093576431274414,2.8887829780578613,0.44426611065864563,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,121,1210,132,8.25,tone,2.3636701107025146,3.079895257949829,0.4342136085033417,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,122,1220,155,9.6875,tone,3.773289680480957,3.0492265224456787,0.553064227104187,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,123,1230,159,9.9375,tone,4.886412143707275,2.8662729263305664,0.6302863955497742,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,124,1240,145,9.0625,tone,5.529094696044922,2.6942965984344482,0.6723618507385254,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,125,1250,113,7.0625,tone,5.573973178863525,2.5326387882232666,0.6875835657119751,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,126,1260,68,4.25,tone,5.239534854888916,2.380680561065674,0.6875835657119751,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,127,1270,15,0.9375,tone,4.9251627922058105,2.237839698791504,0.6875835657119751,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,128,1280,-40,-2.5,tone,4.629652976989746,2.103569269180298,0.6875835657119751,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,129,1290,-90,-5.625,tone,4.351873874664307,1.9773551225662231,0.6875835657119751,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,130,1300,-129,-8.0625,tone,4.090761661529541,1.8587138652801514,0.6875836253166199,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,131,1310,-154,-9.625,tone,4.616540431976318,1.747191071510315,0.7254455089569092,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,132,1320,-160,-10.0,tone,6.340785980224609,1.6423596143722534,0.7942715883255005,1,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,133,1330,-147,-9.1875,tone,7.435359001159668,1.5438179969787598,0.8280668258666992,2,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,134,1340,-117,-7.3125,tone,7.738043785095215,1.4511889219284058,0.8420772552490234,3,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,135,1350,-73,-4.5625,tone,7.27376127243042,1.3641176223754883,0.8420773148536682,4,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,136,1360,-20,-1.25,tone,6.837335586547852,1.2822705507278442,0.8420772552490234,5,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,137,1370,35,2.1875,tone,6.427095413208008,1.2964261770248413,0.8321456909179688,6,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,138,1380,86,5.375,tone,6.041469573974609,1.4858555793762207,0.8026050925254822,7,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,139,1390,126,7.875,tone,5.678981304168701,1.5136234760284424,0.7895583510398865,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,140,1400,152,9.5,tone,5.338242530822754,1.4228060245513916,0.7895584106445312,0,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,141,1410,160,10.0,tone,6.736690998077393,1.337437629699707,0.8343551158905029,1,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,142,1420,149,9.3125,tone,8.308080673217773,1.2571914196014404,0.8685671091079712,2,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,143,1430,120,7.5,tone,8.977463722229004,1.1817599534988403,0.8836761713027954,3,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,144,1440,77,4.8125,tone,8.64610481262207,1.1108543872833252,0.8861474990844727,4,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,145,1450,25,1.5625,tone,8.127338409423828,1.1108410358428955,0.879755437374115,5,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,146,1460,-30,-1.875,tone,7.639698028564453,1.5830602645874023,0.8283528685569763,6,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,147,1470,-81,-5.0625,tone,7.181315898895264,1.9144923686981201,0.7895193099975586,7,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,148,1480,-123,-7.6875,tone,6.750436782836914,2.0689852237701416,0.7654058337211609,8,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,149,1490,-151,-9.4375,tone,6.345410346984863,2.030106782913208,0.7576141953468323,9,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,150,1500,-160,-10.0,tone,6.413907527923584,1.9083003997802734,0.7706977725028992,10,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,151,1510,-151,-9.4375,tone,8.358536720275879,1.7938023805618286,0.823311448097229,11,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,152,1520,-123,-7.6875,tone,9.36489486694336,1.6861742734909058,0.847419798374176,12,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,153,1530,-81,-5.0625,tone,9.307951927185059,1.5850038528442383,0.8544927835464478,13,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,154,1540,-30,-1.875,tone,8.74947452545166,1.4899035692214966,0.8544927835464478,14,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,155,1550,25,1.5625,tone,8.224506378173828,1.4005093574523926,0.8544928431510925,15,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,156,1560,77,4.8125,tone,7.731036186218262,1.3164788484573364,0.8544927835464478,16,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,157,1570,120,7.5,tone,7.267173767089844,1.2374900579452515,0.8544927835464478,17,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,158,1580,149,9.3125,tone,6.831143379211426,1.1995378732681274,0.8506305813789368,18,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,159,1590,160,10.0,tone,6.421274662017822,1.127565622329712,0.8506305813789368,19,0,0
0,f5p50_a10,5.5,10.0,formal_motor_band,160,1600,152,9.5,tone,8.022551536560059,1.0599117279052734,0.883301317691803,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,161,1610,126,7.875,tone,9.260347366333008,0.9963170289993286,0.9028615355491638,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,162,1620,86,5.375,tone,9.421472549438477,0.9365379810333252,0.9095832109451294,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,163,1630,35,2.1875,tone,8.856184005737305,0.8803457021713257,0.9095832705497742,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,164,1640,-20,-1.25,tone,8.324812889099121,1.284590721130371,0.8663194179534912,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,165,1650,-73,-4.5625,tone,7.825324058532715,1.613129734992981,0.8290896415710449,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,166,1660,-117,-7.3125,tone,7.355804443359375,1.7787456512451172,0.8052727580070496,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,167,1670,-147,-9.1875,tone,6.914456367492676,1.7602510452270508,0.7970823645591736,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,168,1680,-160,-10.0,tone,6.499588966369629,1.654636025428772,0.7970823049545288,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,169,1690,-154,-9.625,tone,7.659521579742432,1.555357813835144,0.8312124013900757,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,170,1700,-129,-8.0625,tone,9.026399612426758,1.462036371231079,0.8606049418449402,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,171,1710,-90,-5.625,tone,9.324565887451172,1.3743141889572144,0.8715459704399109,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,172,1720,-40,-2.5,tone,8.765091896057129,1.2918553352355957,0.8715459108352661,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,173,1730,15,0.9375,tone,8.23918628692627,1.2143440246582031,0.8715459704399109,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,174,1740,68,4.25,tone,7.744834899902344,1.2222795486450195,0.863693118095398,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,175,1750,113,7.0625,tone,7.280144691467285,1.4245802164077759,0.8363440036773682,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,176,1760,145,9.0625,tone,6.84333610534668,1.4430351257324219,0.8258544206619263,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,177,1770,159,9.9375,tone,6.432735919952393,1.3564530611038208,0.8258544206619263,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,178,1780,155,9.6875,tone,7.431128978729248,1.2750658988952637,0.8535450100898743,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,179,1790,132,8.25,tone,8.866881370544434,1.1985619068145752,0.8809230923652649,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,180,1800,94,5.875,tone,9.24513053894043,1.126648187637329,0.8913736939430237,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,181,1810,45,2.8125,tone,8.690423011779785,1.0590492486953735,0.8913736343383789,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,182,1820,-10,-0.625,tone,8.168997764587402,1.0354496240615845,0.8875054717063904,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,183,1830,-64,-4.0,tone,7.678857803344727,1.3934369087219238,0.8464074730873108,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,184,1840,-110,-6.875,tone,7.21812629699707,1.5930171012878418,0.8192042112350464,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,185,1850,-143,-8.9375,tone,6.785038471221924,1.6093417406082153,0.8082833886146545,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,186,1860,-159,-9.9375,tone,6.377936363220215,1.5127812623977661,0.8082834482192993,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,187,1870,-156,-9.75,tone,7.331319808959961,1.4220143556594849,0.8375459909439087,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,188,1880,-135,-8.4375,tone,8.8233003616333,1.336693525314331,0.8684355616569519,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,189,1890,-98,-6.125,tone,9.26392650604248,1.2564918994903564,0.8805663585662842,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,190,1900,-49,-3.0625,tone,8.708090782165527,1.1811023950576782,0.8805662989616394,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,191,1910,5,0.3125,tone,8.1856050491333,1.1102362871170044,0.8805663585662842,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,192,1920,59,3.6875,tone,7.6944684982299805,1.3443888425827026,0.8512656092643738,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,193,1930,106,6.625,tone,7.232800483703613,1.5785434246063232,0.8208509683609009,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,194,1940,140,8.75,tone,6.798832416534424,1.6307820081710815,0.806541383266449,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,195,1950,158,9.875,tone,6.390902519226074,1.5329351425170898,0.8065413236618042,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,196,1960,157,9.8125,tone,7.2775163650512695,1.4409589767456055,0.8347235321998596,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,197,1970,138,8.625,tone,8.83770751953125,1.354501485824585,0.8671042323112488,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,198,1980,102,6.375,tone,9.350025177001953,1.2732313871383667,0.8801468014717102,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,199,1990,54,3.375,tone,8.789023399353027,1.1968375444412231,0.8801468014717102,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,200,2000,0,0.0,tone,8.26168155670166,1.1250272989273071,0.8801467418670654,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,201,2010,-54,-3.375,tone,7.7659807205200195,1.1887792348861694,0.867246150970459,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,202,2020,-102,-6.375,tone,7.300021648406982,1.4274505376815796,0.836441695690155,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,203,2030,-138,-8.625,tone,6.862020492553711,1.4869849681854248,0.8218967318534851,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,204,2040,-157,-9.8125,tone,6.450299263000488,1.397765874862671,0.8218967318534851,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,205,2050,-158,-9.875,tone,7.194981098175049,1.3138998746871948,0.8455849289894104,20,0,1
0,f5p50_a10,5.5,10.0,formal_motor_band,206,2060,-140,-8.75,tone,8.842674255371094,1.2350659370422363,0.877446174621582,20,0,1
