sequence,sample_tick_ms,gyro_x_dps,gyro_y_dps,gyro_z_dps,sensor_valid,motor_enabled
31,310.0,-2.9830045847536706,-5.357135191036126,-3.50943062614025,1,0
32,320.0,-5.902919169637589,-5.8125539960761525,-3.145040192995269,1,0
33,330.0,-8.235963669233755,-5.766505918809638,-2.5360630635398413,1,0
34,340.0,-9.710170508637189,-5.233433022749786,-1.7481715559992512,1,0
35,350.0,-10.16180339887499,-4.226592805239233,-0.8634579493912897,1,0
36,360.0,-9.56030314038451,-2.7813174544589603,0.027679628548616164,1,0
37,370.0,-8.005014085436462,-0.9914438953871494,0.8354458682257875,1,0
38,380.0,-5.696887112431531,0.9698173548689665,1.4794785132873012,1,0
39,390.0,-2.8964533115237527,2.8655787225588933,1.8967351611952417,1,0
40,400.0,0.11755705045848991,4.44679502284141,2.047664292829362,1,0
41,410.0,3.077611839843608,5.516688390230565,1.9200564677455416,1,0
42,420.0,5.740943101738989,5.9765066679761825,1.530199024717464,1,0
43,430.0,7.891747003486575,5.831419373732083,0.9212218952620367,1,0
44,440.0,9.34169957785113,5.15835298625574,0.15879739760454292,1,0
45,450.0,9.93819660112501,4.0588877069267495,-0.6753838191963368,1,0
46,460.0,9.584190073488474,2.6267934115544134,-1.4917205533790248,1,0
47,470.0,8.26543127975825,0.947591020966216,-2.2015971493387374,1,0
48,480.0,6.0743099730704735,-0.8753320285074268,-2.726195128880431,1,0
49,490.0,3.2176547416992185,-2.692366534710911,-3.004355645488235,1,0
50,500.0,7.103199027309284e-15,-4.304136545397137,-2.998720809124516,1,0
51,510.0,-3.2176547416992225,-5.494587682337201,-2.6995502866472534,1,0
52,520.0,-6.074309973070463,-6.088907194165696,-2.1258370630546213,1,0
53,530.0,-8.265431279758255,-6.007406991441234,-1.3236105853531395,1,0
54,540.0,-9.58419007348847,-5.286896088830398,-0.36159082943151155,1,0
55,550.0,-9.93819660112501,-4.058887706926743,0.6753838191963473,1,0
56,560.0,-9.341699577851136,-2.4982503089797556,1.6945139852059983,1,0
57,570.0,-7.891747003486593,-0.7716034032570748,2.603985839429847,1,0
58,580.0,-5.740943101738998,0.9877325546969384,3.3218331672175903,1,0
59,590.0,-3.0776118398436334,2.670265826817542,3.7838494643899496,1,0
60,600.0,-0.11755705045850055,4.161478067952864,3.949777325419669,1,0
61,610.0,2.8964533115237243,5.32137549448922,3.8071707709402505,1,0
62,620.0,5.69688711243152,5.994421867804157,3.3725536786477486,1,0
63,630.0,8.005014085436464,6.051259865862169,2.68976186646609,1,0
64,640.0,9.560303140384503,5.441420131734947,1.825631754261916,1,0
65,650.0,10.161803398874989,4.2265928052392265,0.8634579493912803,1,0
66,660.0,9.710170508637193,2.573330345473801,-0.10513982681128964,1,0
67,670.0,8.235963669233753,0.7066899483346087,-0.9891446711520517,1,0
68,680.0,5.9029191696376,-1.151685226596968,-1.7069919989397864,1,0
69,690.0,2.9830045847537017,-2.8298190260119798,-2.194475305995241,1,0
70,700.0,-0.19021130325902136,-4.215968757553265,-2.410935556832042,1,0
71,710.0,-3.2761252409271,-5.2364251830268085,-2.3431298461098455,1,0
72,720.0,-5.974203257745069,-5.823626198485087,-2.006402397534799,1,0
73,730.0,-8.052693680832315,-5.902374815049538,-1.4430452508729714,1,0
74,740.0,-9.356462514396377,-5.4083781397543484,-0.718011269968924,1,0
75,750.0,-9.8,-4.330240256083002,0.08759856690386272,1,0
76,760.0,-9.35646251439638,-2.748275462478363,0.8846336457130055,1,0
77,770.0,-8.052693680832324,-0.8425588445745062,1.5847827094892117,1,0
78,780.0,-5.9742032577450805,1.1406130241880341,2.109380689030898,1,0
79,790.0,-3.276125240927117,2.9505290340213106,2.3972687378222175,1,0
80,800.0,-0.19021130325904065,4.392304333241005,2.4109355568320425,1,0
81,810.0,2.9830045847536817,5.357135191036129,2.140336414282869,1,0
82,820.0,5.902919169637583,5.812553996076153,1.6040137074436887,1,0
83,830.0,8.235963669233739,5.76650591880964,0.8474072125358127,1,0
84,840.0,9.710170508637187,5.2334330227497885,-0.061482548932790815,1,0
85,850.0,10.16180339887499,4.226592805239244,-1.0386550831990153,1,0
86,860.0,9.560303140384512,2.781317454458964,-1.9922541300059966,1,0
87,870.0,8.005014085436478,0.9914438953871638,-2.831499325082329,1,0
88,880.0,5.696887112431537,-0.9698173548689633,-3.4755319701438463,1,0
89,890.0,2.896453311523741,-2.8655787225588996,-3.861309662652622,1,0
90,900.0,-0.1175570504584846,-4.446795022841409,-3.949777325419669,1,0
91,910.0,-3.077611839843619,-5.516688390230568,-3.7297105726775777,1,0
92,920.0,-5.740943101738986,-5.976506667976182,-3.2188548757214925,1,0
93,930.0,-7.891747003486582,-5.83141937373208,-2.4622483808136075,1,0
94,940.0,-9.341699577851129,-5.158352986255742,-1.5278916094619182,1,0
95,950.0,-9.938196601125007,-4.05888770692676,-0.5001866853886119,1,0
96,960.0,-9.584190073488474,-2.626793411554415,0.5282132051755914,1,0
97,970.0,-8.265431279758262,-0.9475910209662313,1.4653480439693707,1,0
98,980.0,-6.07430997307048,0.8753320285074229,2.228815354550713,1,0
99,990.0,-3.2176547416992434,2.6923665347109074,2.7536891783596262,1,0
100,1000.0,-1.4206398054618568e-14,4.30413654539712,2.998720809124515,1,0
101,1010.0,3.2176547416992167,5.494587682337191,2.9502167537758615,1,0
102,1020.0,6.074309973070488,6.088907194165696,2.6232168373843257,1,0
103,1030.0,8.26543127975823,6.007406991441242,2.059859690722505,1,0
104,1040.0,9.58419007348847,5.2868960888304075,1.3250981776349442,1,0
105,1050.0,9.93819660112501,4.058887706926759,0.5001866853886008,1,0
106,1060.0,9.341699577851127,2.4982503089797587,-0.3254197733486285,1,0
107,1070.0,7.891747003486554,0.7716034032570583,-1.062959353878285,1,0
108,1080.0,5.740943101739005,-0.9877325546969126,-1.6331773162135585,1,0
109,1090.0,3.0776118398436063,-2.6702658268175377,-1.9741953594579136,1,0
110,1100.0,0.11755705045847267,-4.161478067952862,-2.0476642928293614,1,0
111,1110.0,-2.8964533115237865,-5.321375494489228,-1.8425962694828661,1,0
112,1120.0,-5.696887112431517,-5.994421867804156,-1.376500221791206,1,0
113,1130.0,-8.005014085436414,-6.05125986586218,-0.6937084096095651,1,0
114,1140.0,-9.56030314038449,-5.441420131734969,0.13894274719544952,1,0
115,1150.0,-10.161803398874987,-4.22659280523926,1.0386550831990151,1,0
116,1160.0,-9.710170508637194,-2.5733303454738246,1.9147939317433273,1,0
117,1170.0,-8.2359636692338,-0.7066899483346758,2.6778005221560646,1,0
118,1180.0,-5.902919169637635,1.1516852265969224,3.2480184844913578,1,0
119,1190.0,-2.9830045847537074,2.829819026011958,3.5635695178526197,1,0
120,1200.0,0.19021130325901497,4.215968757553249,3.586506061416989,1,0
121,1210.0,3.2761252409271284,5.236425183026807,3.3066371943132755,1,0
122,1220.0,5.974203257745036,5.823626198485082,2.7426515029041627,1,0
123,1230.0,8.052693680832313,5.9023748150495425,1.9404250252026845,1,0
124,1240.0,9.356462514396375,5.40837813975436,0.9686777370975338,1,0
125,1250.0,9.8,4.330240256083004,-0.08759856690387056,1,0
126,1260.0,9.356462514396371,2.7482754624783663,-1.1353001128416196,1,0
127,1270.0,8.052693680832347,0.8425588445745529,-2.082162483818911,1,0
128,1280.0,5.974203257745085,-1.140613024188009,-2.8456297944002524,1,0
129,1290.0,3.2761252409271218,-2.9505290340212884,-3.360776086025648,1,0
130,1300.0,0.19021130325901156,-4.392304333241002,-3.586506061416988,1,0
131,1310.0,-2.983004584753641,-5.357135191036108,-3.50943062614025,1,0
132,1320.0,-5.902919169637577,-5.812553996076148,-3.1450401929952685,1,0
133,1330.0,-8.235963669233756,-5.766505918809641,-2.536063063539835,1,0
134,1340.0,-9.710170508637196,-5.23343302274979,-1.7481715559992392,1,0
135,1350.0,-10.161803398874989,-4.226592805239232,-0.863457949391272,1,0
136,1360.0,-9.560303140384512,-2.7813174544589865,0.027679628548617385,1,0
137,1370.0,-8.005014085436459,-0.9914438953871663,0.8354458682257931,1,0
138,1380.0,-5.696887112431572,0.9698173548689157,1.4794785132872956,1,0
139,1390.0,-2.8964533115237803,2.8655787225588587,1.8967351611952403,1,0
140,1400.0,0.11755705045848155,4.446795022841391,2.047664292829362,1,0
141,1410.0,3.0776118398435486,5.516688390230538,1.920056467745546,1,0
142,1420.0,5.740943101738955,5.976506667976176,1.5301990247174686,1,0
143,1430.0,7.891747003486558,5.83141937373209,0.9212218952620381,1,0
144,1440.0,9.341699577851125,5.158352986255753,0.1587973976045417,1,0
145,1450.0,9.938196601125007,4.058887706926763,-0.6753838191963442,1,0
146,1460.0,9.584190073488486,2.6267934115544564,-1.4917205533790125,1,0
147,1470.0,8.265431279758266,0.9475910209662562,-2.201597149338736,1,0
148,1480.0,6.074309973070484,-0.8753320285073982,-2.726195128880428,1,0
149,1490.0,3.217654741699216,-2.6923665347109047,-3.0043556454882365,1,0
150,1500.0,5.683673386993286e-14,-4.304136545397103,-2.9987208091245168,1,0
151,1510.0,-3.2176547416991763,-5.494587682337181,-2.6995502866472596,1,0
152,1520.0,-6.074309973070453,-6.088907194165692,-2.1258370630546257,1,0
153,1530.0,-8.265431279758246,-6.007406991441239,-1.3236105853531421,1,0
154,1540.0,-9.584190073488479,-5.2868960888303995,-0.3615908294315051,1,0
155,1550.0,-9.938196601125012,-4.058887706926777,0.675383819196332,1,0
156,1560.0,-9.341699577851141,-2.498250308979782,1.6945139852059934,1,0
157,1570.0,-7.891747003486579,-0.7716034032570832,2.6039858394298543,1,0
158,1580.0,-5.74094310173898,0.9877325546969274,3.3218331672175943,1,0
159,1590.0,-3.0776118398435774,2.6702658268175536,3.783849464389955,1,0
160,1600.0,-0.11755705045851352,4.161478067952844,3.9497773254196686,1,0
161,1610.0,2.8964533115237465,5.321375494489216,3.807170770940248,1,0
162,1620.0,5.696887112431539,5.994421867804159,3.372553678647744,1,0
163,1630.0,8.005014085436432,6.0512598658621775,2.6897618664661014,1,0
164,1640.0,9.560303140384496,5.441420131734961,1.8256317542619205,1,0
165,1650.0,10.161803398874985,4.226592805239278,0.8634579493913055,1,0
166,1660.0,9.710170508637207,2.573330345473849,-0.1051398268112752,1,0
167,1670.0,8.235963669233783,0.7066899483346583,-0.9891446711520392,1,0
168,1680.0,5.902919169637613,-1.1516852265969388,-1.7069919989397815,1,0
169,1690.0,2.9830045847536804,-2.829819026011973,-2.1944753059952435,1,0
170,1700.0,-0.190211303258973,-4.215968757553228,-2.410935556832042,1,0
171,1710.0,-3.2761252409270885,-5.236425183026795,-2.343129846109846,1,0
172,1720.0,-5.974203257745061,-5.8236261984850834,-2.006402397534799,1,0
173,1730.0,-8.05269368083233,-5.902374815049538,-1.443045250872967,1,0
174,1740.0,-9.356462514396364,-5.408378139754372,-0.7180112699689373,1,0
175,1750.0,-9.8,-4.330240256083022,0.08759856690385955,1,0
176,1760.0,-9.356462514396382,-2.7482754624783885,0.8846336457130024,1,0
177,1770.0,-8.052693680832327,-0.8425588445745329,1.5847827094892109,1,0
178,1780.0,-5.974203257745061,1.1406130241880268,2.1093806890309006,1,0
179,1790.0,-3.2761252409271613,2.950529034021266,2.397268737822214,1,0
180,1800.0,-0.1902113032590535,4.392304333240986,2.410935556832043,1,0
181,1810.0,2.9830045847536675,5.3571351910361145,2.140336414282872,1,0
182,1820.0,5.902919169637601,5.812553996076152,1.6040137074436833,1,0
183,1830.0,8.235963669233774,5.766505918809639,0.8474072125357973,1,0
184,1840.0,9.710170508637184,5.233433022749805,-0.06148254893278782,1,0
185,1850.0,10.16180339887499,4.2265928052392505,-1.0386550831990222,1,0
186,1860.0,9.560303140384503,2.781317454458972,-1.9922541300060037,1,0
187,1870.0,8.005014085436446,0.9914438953871496,-2.8314993250823433,1,0
188,1880.0,5.696887112431548,-0.9698173548689334,-3.4755319701438445,1,0
189,1890.0,2.8964533115238185,-2.865578722558837,-3.8613096626526153,1,0
190,1900.0,-0.11755705045844067,-4.446795022841372,-3.94977732541967,1,0
191,1910.0,-3.077611839843577,-5.516688390230545,-3.7297105726775834,1,0
192,1920.0,-5.740943101738977,-5.976506667976181,-3.2188548757214956,1,0
193,1930.0,-7.891747003486533,-5.831419373732094,-2.462248380813631,1,0
194,1940.0,-9.341699577851111,-5.158352986255765,-1.527891609461931,1,0
195,1950.0,-9.938196601125005,-4.058887706926781,-0.500186685388616,1,0
196,1960.0,-9.584190073488475,-2.6267934115544436,0.5282132051755877,1,0
197,1970.0,-8.26543127975825,-0.9475910209662374,1.4653480439693827,1,0
198,1980.0,-6.074309973070519,0.8753320285073738,2.228815354550712,1,0
199,1990.0,-3.2176547416992562,2.692366534710881,2.7536891783596182,1,0
200,2000.0,-2.8412796109237136e-14,4.304136545397116,2.9987208091245154,1,0
201,2010.0,3.2176547416991315,5.494587682337168,2.950216753775866,1,0
202,2020.0,6.074309973070478,6.088907194165695,2.623216837384339,1,0
203,2030.0,8.265431279758184,6.007406991441252,2.0598596907225413,1,0
204,2040.0,9.58419007348849,5.286896088830393,1.3250981776349473,1,0
205,2050.0,9.938196601125018,4.0588877069267975,0.5001866853886439,1,0
206,2060.0,9.341699577851152,2.498250308979804,-0.3254197733485866,1,0
207,2070.0,7.8917470034866035,0.7716034032571047,-1.0629593538782496,1,0
208,2080.0,5.740943101739011,-0.9877325546969026,-1.633177316213545,1,0
209,2090.0,3.0776118398436103,-2.670265826817533,-1.9741953594579082,1,0
210,2100.0,0.11755705045848333,-4.161478067952857,-2.0476642928293627,1,0
211,2110.0,-2.8964533115236404,-5.321375494489187,-1.8425962694828892,1,0
212,2120.0,-5.696887112431562,-5.994421867804162,-1.3765002217912081,1,0
213,2130.0,-8.005014085436411,-6.051259865862182,-0.6937084096095858,1,0
214,2140.0,-9.56030314038453,-5.44142013173493,0.13894274719546618,1,0
215,2150.0,-10.161803398874985,-4.226592805239265,1.0386550831989898,1,0
216,2160.0,-9.710170508637198,-2.573330345473829,1.9147939317433025,1,0
217,2170.0,-8.235963669233765,-0.7066899483346408,2.677800522156062,1,0
218,2180.0,-5.902919169637588,1.151685226596956,3.2480184844913547,1,0
219,2190.0,-2.983004584753655,2.8298190260119886,3.563569517852618,1,0
220,2200.0,0.1902113032590749,4.21596875755327,3.5865060614169866,1,0
221,2210.0,3.27612524092705,5.2364251830267845,3.3066371943132915,1,0
222,2220.0,5.974203257745141,5.823626198485092,2.7426515029041507,1,0
223,2230.0,8.05269368083231,5.9023748150495425,1.9404250252027035,1,0
224,2240.0,9.35646251439637,5.408378139754367,0.9686777370975548,1,0
225,2250.0,9.8,4.330240256083009,-0.08759856690384511,1,0
226,2260.0,9.356462514396414,2.7482754624784524,-1.135300112841552,1,0
227,2270.0,8.052693680832311,0.842558844574515,-2.0821624838189057,1,0
228,2280.0,5.97420325774515,-1.1406130241879602,-2.8456297944002222,1,0
229,2290.0,3.2761252409272004,-2.950529034021244,-3.3607760860256346,1,0
230,2300.0,0.19021130325909721,-4.392304333240968,-3.586506061416986,1,0
231,2310.0,-2.9830045847536297,-5.357135191036104,-3.509430626140258,1,0
232,2320.0,-5.9029191696375625,-5.812553996076148,-3.145040192995281,1,0
233,2330.0,-8.235963669233746,-5.766505918809643,-2.536063063539856,1,0
234,2340.0,-9.710170508637148,-5.233433022749833,-1.7481715559993023,1,0
235,2350.0,-10.16180339887499,-4.226592805239238,-0.8634579493912967,1,0
236,2360.0,-9.560303140384544,-2.781317454459031,0.02767962854857442,1,0
237,2370.0,-8.005014085436429,-0.9914438953871321,0.83544586822579,1,0
238,2380.0,-5.696887112431581,0.9698173548689092,1.4794785132872819,1,0
239,2390.0,-2.896453311523792,2.8655787225588525,1.8967351611952337,1,0
240,2400.0,0.11755705045847088,4.446795022841385,2.0476642928293622,1,0
241,2410.0,3.0776118398436,5.51668839023055,1.9200564677455487,1,0
242,2420.0,5.740943101739001,5.976506667976183,1.5301990247174708,1,0
243,2430.0,7.891747003486592,5.831419373732079,0.9212218952620431,1,0
244,2440.0,9.341699577851097,5.158352986255776,0.15879739760458578,1,0
245,2450.0,9.93819660112501,4.058887706926741,-0.675383819196338,1,0
246,2460.0,9.584190073488488,2.626793411554466,-1.4917205533789895,1,0
247,2470.0,8.265431279758191,0.9475910209661811,-2.2015971493387467,1,0
248,2480.0,6.074309973070495,-0.875332028507391,-2.726195128880414,1,0
249,2490.0,3.2176547416992243,-2.6923665347109,-3.0043556454882263,1,0
250,2500.0,-1.1141651458589731e-17,-4.304136545397128,-2.998720809124517,1,0
251,2510.0,-3.2176547416990915,-5.494587682337157,-2.699550286647279,1,0
252,2520.0,-6.074309973070501,-6.088907194165697,-2.125837063054629,1,0
253,2530.0,-8.2654312797582,-6.007406991441249,-1.323610585353184,1,0
254,2540.0,-9.584190073488456,-5.286896088830424,-0.3615908294315499,1,0
255,2550.0,-9.93819660112502,-4.058887706926784,0.6753838191963037,1,0
256,2560.0,-9.341699577851143,-2.498250308979788,1.694513985205972,1,0
257,2570.0,-7.891747003486585,-0.7716034032570874,2.6039858394298294,1,0
258,2580.0,-5.740943101738987,0.9877325546969196,3.3218331672175805,1,0
259,2590.0,-3.0776118398437164,2.6702658268174733,3.7838494643899354,1,0
260,2600.0,-0.11755705045845313,4.16147806795287,3.9497773254196686,1,0
261,2610.0,2.8964533115236684,5.321375494489195,3.8071707709402633,1,0
262,2620.0,5.696887112431471,5.994421867804151,3.372553678647772,1,0
263,2630.0,8.005014085436425,6.051259865862179,2.689761866466122,1,0
264,2640.0,9.560303140384494,5.441420131734962,1.8256317542619431,1,0
265,2650.0,10.161803398874985,4.226592805239252,0.8634579493913104,1,0
266,2660.0,9.710170508637189,2.5733303454738126,-0.10513982681127287,1,0
267,2670.0,8.235963669233831,0.7066899483347076,-0.9891446711520042,1,0
268,2680.0,5.902919169637564,-1.151685226596973,-1.706991998939782,1,0
269,2690.0,2.9830045847537634,-2.8298190260119283,-2.19447530599523,1,0
270,2700.0,-0.19021130325910401,-4.2159687575532825,-2.410935556832041,1,0
271,2710.0,-3.276125240927078,-5.2364251830267925,-2.3431298461098544,1,0
272,2720.0,-5.974203257745051,-5.823626198485083,-2.0064023975348206,1,0
273,2730.0,-8.052693680832329,-5.902374815049541,-1.4430452508729839,1,0
274,2740.0,-9.356462514396378,-5.408378139754359,-0.7180112699689438,1,0
275,2750.0,-9.8,-4.3302402560829965,0.08759856690385992,1,0
276,2760.0,-9.356462514396405,-2.748275462478436,0.8846336457129627,1,0
277,2770.0,-8.052693680832379,-0.8425588445745819,1.5847827094891713,1,0
278,2780.0,-5.974203257745125,1.140613024187978,2.109380689030881,1,0
279,2790.0,-3.2761252409271715,2.95052903402126,2.3972687378222073,1,0
280,2800.0,-0.1902113032590681,4.392304333240981,2.4109355568320443,1,0
281,2810.0,2.983004584753657,5.357135191036112,2.1403364142828805,1,0
282,2820.0,5.902919169637471,5.812553996076138,1.6040137074437266,1,0
283,2830.0,8.235963669233763,5.7665059188096395,0.84740721253582,1,0
284,2840.0,9.710170508637157,5.233433022749825,-0.06148254893274163,1,0
285,2850.0,10.16180339887499,4.226592805239226,-1.0386550831990196,1,0
286,2860.0,9.560303140384535,2.7813174544590153,-1.9922541300059589,1,0
287,2870.0,8.005014085436496,0.9914438953871989,-2.8314993250823064,1,0
288,2880.0,5.6968871124315585,-0.9698173548689268,-3.4755319701438303,1,0
289,2890.0,2.8964533115237643,-2.8655787225588685,-3.861309662652614,1,0
290,2900.0,-0.11755705045850108,-4.446795022841397,-3.94977732541967,1,0
291,2910.0,-3.07761183984363,-5.516688390230558,-3.7297105726775848,1,0
292,2920.0,-5.740943101738911,-5.976506667976173,-3.2188548757215245,1,0
293,2930.0,-7.89174700348661,-5.831419373732077,-2.462248380813612,1,0
294,2940.0,-9.341699577851106,-5.1583529862557675,-1.5278916094619581,1,0
295,2950.0,-9.938196601125009,-4.058887706926727,-0.5001866853885958,1,0
296,2960.0,-9.584190073488477,-2.6267934115544507,0.5282132051755666,1,0
297,2970.0,-8.265431279758255,-0.9475910209662483,1.4653480439693658,1,0
298,2980.0,-6.074309973070472,0.8753320285074083,2.2288153545507097,1,0
299,2990.0,-3.2176547416991976,2.692366534710916,2.7536891783596227,1,0
300,3000.0,-1.1367346773986572e-13,4.304136545397081,2.998720809124516,1,0
301,3010.0,3.2176547416991186,5.494587682337165,2.9502167537758774,1,0
302,3020.0,6.0743099730704095,6.088907194165687,2.6232168373843536,1,0
303,3030.0,8.26543127975822,6.007406991441245,2.059859690722526,1,0
304,3040.0,9.584190073488465,5.286896088830416,1.3250981776349677,1,0
305,3050.0,9.938196601125021,4.058887706926833,0.5001866853886684,1,0
306,3060.0,9.341699577851136,2.498250308979772,-0.32541977334860084,1,0
307,3070.0,7.891747003486652,0.7716034032571548,-1.0629593538782323,1,0
308,3080.0,5.740943101738963,-0.9877325546969367,-1.633177316213555,1,0
309,3090.0,3.0776118398436876,-2.6702658268174884,-1.9741953594578998,1,0
310,3100.0,0.11755705045856504,-4.161478067952823,-2.0476642928293636,1,0
311,3110.0,-2.896453311523697,-5.321375494489204,-1.8425962694828835,1,0
312,3120.0,-5.696887112431493,-5.994421867804155,-1.376500221791224,1,0
313,3130.0,-8.005014085436443,-6.051259865862176,-0.6937084096095711,1,0
314,3140.0,-9.560303140384502,-5.441420131734954,0.13894274719544164,1,0
315,3150.0,-10.161803398874984,-4.226592805239305,1.038655083198966,1,0
316,3160.0,-9.71017050863718,-2.5733303454737926,1.9147939317433194,1,0
317,3170.0,-8.235963669233813,-0.7066899483346902,2.6778005221560406,1,0
318,3180.0,-5.902919169637542,1.1516852265969904,3.2480184844913653,1,0
319,3190.0,-2.9830045847537363,2.82981902601194,3.563569517852611,1,0
320,3200.0,0.190211303258991,4.215968757553232,3.5865060614169906,1,0
321,3210.0,3.2761252409271067,5.2364251830268,3.3066371943132857,1,0
322,3220.0,5.974203257745075,5.823626198485085,2.742651502904163,1,0
323,3230.0,8.052693680832345,5.902374815049542,1.9404250252026929,1,0
324,3240.0,9.356462514396389,5.408378139754351,0.9686777370975382,1,0
325,3250.0,9.8,4.330240256083045,-0.08759856690382319,1,0
326,3260.0,9.356462514396393,2.7482754624784174,-1.1353001128415683,1,0
327,3270.0,8.052693680832359,0.842558844574564,-2.0821624838188892,1,0
328,3280.0,5.9742032577451,-1.1406130241879926,-2.845629794400229,1,0
329,3290.0,3.2761252409271435,-2.950529034021276,-3.360776086025639,1,0
330,3300.0,0.19021130325918112,-4.392304333240934,-3.586506061416989,1,0
331,3310.0,-2.9830045847536835,-5.357135191036119,-3.5094306261402517,1,0
332,3320.0,-5.902919169637493,-5.812553996076143,-3.145040192995296,1,0
333,3330.0,-8.235963669233781,-5.766505918809638,-2.5360630635398396,1,0
334,3340.0,-9.710170508637166,-5.233433022749816,-1.7481715559992852,1,0
335,3350.0,-10.161803398874993,-4.2265928052392745,-0.8634579493913227,1,0
336,3360.0,-9.560303140384528,-2.781317454459001,0.02767962854859174,1,0
337,3370.0,-8.005014085436478,-0.9914438953871798,0.8354458682257706,1,0
338,3380.0,-5.696887112431534,0.9698173548689444,1.4794785132872919,1,0
339,3390.0,-2.8964533115237354,2.865578722558885,1.8967351611952386,1,0
340,3400.0,0.11755705045838918,4.446795022841352,2.047664292829363,1,0
341,3410.0,3.0776118398436583,5.516688390230566,1.9200564677455412,1,0
342,3420.0,5.740943101738936,5.976506667976175,1.530199024717486,1,0
343,3430.0,7.891747003486544,5.831419373732092,0.9212218952620658,1,0
344,3440.0,9.341699577851115,5.15835298625576,0.1587973976045659,1,0
345,3450.0,9.938196601125009,4.058887706926776,-0.6753838191963134,1,0
346,3460.0,9.584190073488468,2.6267934115544307,-1.4917205533790034,1,0
347,3470.0,8.265431279758237,0.9475910209662276,-2.2015971493387276,1,0
348,3480.0,6.074309973070563,-0.8753320285073417,-2.7261951288804003,1,0
349,3490.0,3.2176547416991705,-2.692366534710932,-3.0043556454882356,1,0
350,3500.0,8.524952997917e-14,-4.304136545397099,-2.9987208091245185,1,0
351,3510.0,-3.2176547416991457,-5.494587682337173,-2.6995502866472703,1,0
352,3520.0,-6.0743099730704335,-6.0889071941656905,-2.125837063054645,1,0
353,3530.0,-8.265431279758152,-6.007406991441253,-1.3236105853532052,1,0
354,3540.0,-9.584190073488475,-5.286896088830402,-0.3615908294315367,1,0
355,3550.0,-9.938196601125021,-4.0588877069268205,0.6753838191962782,1,0
356,3560.0,-9.341699577851127,-2.498250308979756,1.694513985205988,1,0
357,3570.0,-7.891747003486635,-0.771603403257141,2.6039858394298094,1,0
358,3580.0,-5.740943101739052,0.9877325546968697,3.321833167217566,1,0
359,3590.0,-3.0776118398436583,2.6702658268175044,3.7838494643899407,1,0
360,3600.0,-0.11755705045853486,4.161478067952833,3.949777325419669,1,0
361,3610.0,2.8964533115237248,5.321375494489211,3.8071707709402567,1,0
362,3620.0,5.696887112431518,5.994421867804157,3.3725536786477615,1,0
363,3630.0,8.005014085436375,6.051259865862186,2.6897618664661427,1,0
364,3640.0,9.560303140384509,5.441420131734948,1.8256317542619263,1,0
365,3650.0,10.161803398874984,4.226592805239287,0.8634579493913355,1,0
366,3660.0,9.710170508637171,2.5733303454737806,-0.10513982681128953,1,0
367,3670.0,8.235963669233799,0.7066899483346737,-0.989144671152018,1,0
368,3680.0,5.902919169637634,-1.1516852265969213,-1.7069919989397673,1,0
369,3690.0,2.983004584753709,-2.829819026011959,-2.194475305995235,1,0
