sequence,sample_tick_ms,gyro_x_raw_lsb,gyro_x_dps,segment
181,1810,-164,-10.2500,tone_2hz
182,1820,-185,-11.5625,tone_2hz
183,1830,-203,-12.6875,tone_2hz
184,1840,-217,-13.5625,tone_2hz
185,1850,-228,-14.2500,tone_2hz
186,1860,-236,-14.7500,tone_2hz
187,1870,-240,-15.0000,tone_2hz
188,1880,-240,-15.0000,tone_2hz
189,1890,-236,-14.7500,tone_2hz
190,1900,-228,-14.2500,tone_2hz
191,1910,-217,-13.5625,tone_2hz
192,1920,-203,-12.6875,tone_2hz
193,1930,-185,-11.5625,tone_2hz
194,1940,-164,-10.2500,tone_2hz
195,1950,-141,-8.8125,tone_2hz
196,1960,-116,-7.2500,tone_2hz
197,1970,-88,-5.5000,tone_2hz
198,1980,-60,-3.7500,tone_2hz
199,1990,-30,-1.8750,tone_2hz
200,2000,0,0.0000,tone_2hz
201,2010,30,1.8750,tone_2hz
202,2020,60,3.7500,tone_2hz
203,2030,88,5.5000,tone_2hz
204,2040,116,7.2500,tone_2hz
205,2050,141,8.8125,tone_2hz
206,2060,164,10.2500,tone_2hz
207,2070,185,11.5625,tone_2hz
208,2080,203,12.6875,tone_2hz
209,2090,217,13.5625,tone_2hz
210,2100,228,14.2500,tone_2hz
211,2110,236,14.7500,tone_2hz
212,2120,240,15.0000,tone_2hz
213,2130,240,15.0000,tone_2hz
214,2140,236,14.7500,tone_2hz
215,2150,228,14.2500,tone_2hz
216,2160,217,13.5625,tone_2hz
217,2170,203,12.6875,tone_2hz
218,2180,185,11.5625,tone_2hz
219,2190,164,10.2500,tone_2hz
220,2200,141,8.8125,tone_2hz
221,2210,116,7.2500,tone_2hz
222,2220,88,5.5000,tone_2hz
223,2230,60,3.7500,tone_2hz
224,2240,30,1.8750,tone_2hz
225,2250,0,0.0000,tone_2hz
226,2260,-30,-1.8750,tone_2hz
227,2270,-60,-3.7500,tone_2hz
228,2280,-88,-5.5000,tone_2hz
229,2290,-116,-7.2500,tone_2hz
230,2300,-141,-8.8125,tone_2hz
231,2310,-164,-10.2500,tone_2hz
232,2320,-185,-11.5625,tone_2hz
233,2330,-203,-12.6875,tone_2hz
234,2340,-217,-13.5625,tone_2hz
235,2350,-228,-14.2500,tone_2hz
236,2360,-236,-14.7500,tone_2hz
237,2370,-240,-15.0000,tone_2hz
238,2380,-240,-15.0000,tone_2hz
239,2390,-236,-14.7500,tone_2hz
240,2400,-228,-14.2500,tone_2hz
241,2410,-217,-13.5625,tone_2hz
242,2420,-203,-12.6875,tone_2hz
243,2430,-185,-11.5625,tone_2hz
244,2440,-164,-10.2500,tone_2hz
245,2450,-141,-8.8125,tone_2hz
246,2460,-116,-7.2500,tone_2hz
247,2470,-88,-5.5000,tone_2hz
248,2480,-60,-3.7500,tone_2hz
249,2490,-30,-1.8750,tone_2hz
250,2500,0,0.0000,tone_2hz
251,2510,30,1.8750,tone_2hz
252,2520,60,3.7500,tone_2hz
253,2530,88,5.5000,tone_2hz
254,2540,116,7.2500,tone_2hz
255,2550,141,8.8125,tone_2hz
256,2560,164,10.2500,tone_2hz
257,2570,185,11.5625,tone_2hz
258,2580,203,12.6875,tone_2hz
259,2590,217,13.5625,tone_2hz
260,2600,228,14.2500,tone_2hz
261,2610,236,14.7500,tone_2hz
262,2620,240,15.0000,tone_2hz
263,2630,240,15.0000,tone_2hz
264,2640,236,14.7500,tone_2hz
265,2650,228,14.2500,tone_2hz
266,2660,217,13.5625,tone_2hz
267,2670,203,12.6875,tone_2hz
268,2680,185,11.5625,tone_2hz
269,2690,164,10.2500,tone_2hz
270,2700,141,8.8125,tone_2hz
271,2710,116,7.2500,tone_2hz
272,2720,88,5.5000,tone_2hz
273,2730,60,3.7500,tone_2hz
274,2740,30,1.8750,tone_2hz
275,2750,0,0.0000,tone_2hz
276,2760,-30,-1.8750,tone_2hz
277,2770,-60,-3.7500,tone_2hz
278,2780,-88,-5.5000,tone_2hz
279,2790,-116,-7.2500,tone_2hz
280,2800,-141,-8.8125,tone_2hz
281,2810,-164,-10.2500,tone_2hz
282,2820,-185,-11.5625,tone_2hz
283,2830,-203,-12.6875,tone_2hz
284,2840,-217,-13.5625,tone_2hz
285,2850,-228,-14.2500,tone_2hz
286,2860,-236,-14.7500,tone_2hz
287,2870,-240,-15.0000,tone_2hz
288,2880,-240,-15.0000,tone_2hz
289,2890,-236,-14.7500,tone_2hz
290,2900,-228,-14.2500,tone_2hz
291,2910,-217,-13.5625,tone_2hz
292,2920,-203,-12.6875,tone_2hz
293,2930,-185,-11.5625,tone_2hz
294,2940,-164,-10.2500,tone_2hz
295,2950,-141,-8.8125,tone_2hz
296,2960,-116,-7.2500,tone_2hz
297,2970,-88,-5.5000,tone_2hz
298,2980,-60,-3.7500,tone_2hz
299,2990,-30,-1.8750,tone_2hz
300,3000,0,0.0000,tone_2hz
301,3010,30,1.8750,tone_2hz
302,3020,60,3.7500,tone_2hz
303,3030,88,5.5000,tone_2hz
304,3040,116,7.2500,tone_2hz
305,3050,141,8.8125,tone_2hz
306,3060,164,10.2500,tone_2hz
307,3070,185,11.5625,tone_2hz
308,3080,203,12.6875,tone_2hz
309,3090,217,13.5625,tone_2hz
310,3100,228,14.2500,tone_2hz
311,3110,236,14.7500,tone_2hz
312,3120,240,15.0000,tone_2hz
313,3130,240,15.0000,tone_2hz
314,3140,236,14.7500,tone_2hz
315,3150,228,14.2500,tone_2hz
316,3160,217,13.5625,tone_2hz
317,3170,203,12.6875,tone_2hz
318,3180,185,11.5625,tone_2hz
319,3190,164,10.2500,tone_2hz
320,3200,141,8.8125,tone_2hz
321,3210,116,7.2500,tone_2hz
322,3220,88,5.5000,tone_2hz
323,3230,60,3.7500,tone_2hz
324,3240,30,1.8750,tone_2hz
325,3250,0,0.0000,tone_2hz
326,3260,-30,-1.8750,tone_2hz
327,3270,-60,-3.7500,tone_2hz
328,3280,-88,-5.5000,tone_2hz
329,3290,-116,-7.2500,tone_2hz
330,3300,-141,-8.8125,tone_2hz
331,3310,-164,-10.2500,tone_2hz
332,3320,-185,-11.5625,tone_2hz
333,3330,-203,-12.6875,tone_2hz
334,3340,-217,-13.5625,tone_2hz
335,3350,-228,-14.2500,tone_2hz
336,3360,-236,-14.7500,tone_2hz
337,3370,-240,-15.0000,tone_2hz
338,3380,-240,-15.0000,tone_2hz
339,3390,-236,-14.7500,tone_2hz
340,3400,-228,-14.2500,tone_2hz
341,3410,-217,-13.5625,tone_2hz
342,3420,-203,-12.6875,tone_2hz
343,3430,-185,-11.5625,tone_2hz
344,3440,-164,-10.2500,tone_2hz
345,3450,-141,-8.8125,tone_2hz
346,3460,-116,-7.2500,tone_2hz
347,3470,-88,-5.5000,tone_2hz
348,3480,-60,-3.7500,tone_2hz
349,3490,-30,-1.8750,tone_2hz
350,3500,0,0.0000,tone_2hz
351,3510,30,1.8750,tone_2hz
352,3520,60,3.7500,tone_2hz
353,3530,88,5.5000,tone_2hz
354,3540,116,7.2500,tone_2hz
355,3550,141,8.8125,tone_2hz
356,3560,164,10.2500,tone_2hz
357,3570,185,11.5625,tone_2hz
358,3580,203,12.6875,tone_2hz
359,3590,217,13.5625,tone_2hz
360,3600,228,14.2500,tone_2hz
361,3610,236,14.7500,tone_2hz
362,3620,240,15.0000,tone_2hz
363,3630,240,15.0000,tone_2hz
364,3640,236,14.7500,tone_2hz
365,3650,228,14.2500,tone_2hz
366,3660,217,13.5625,tone_2hz
367,3670,203,12.6875,tone_2hz
368,3680,185,11.5625,tone_2hz
369,3690,164,10.2500,tone_2hz
370,3700,141,8.8125,tone_2hz
371,3710,116,7.2500,tone_2hz
372,3720,88,5.5000,tone_2hz
373,3730,60,3.7500,tone_2hz
374,3740,30,1.8750,tone_2hz
375,3750,0,0.0000,tone_2hz
376,3760,-30,-1.8750,tone_2hz
377,3770,-60,-3.7500,tone_2hz
378,3780,-88,-5.5000,tone_2hz
379,3790,-116,-7.2500,tone_2hz
380,3800,-141,-8.8125,tone_2hz
381,3810,-164,-10.2500,tone_2hz
382,3820,-185,-11.5625,tone_2hz
383,3830,-203,-12.6875,tone_2hz
384,3840,-217,-13.5625,tone_2hz
385,3850,-228,-14.2500,tone_2hz
386,3860,-236,-14.7500,tone_2hz
387,3870,-240,-15.0000,tone_2hz
388,3880,-240,-15.0000,tone_2hz
389,3890,-236,-14.7500,tone_2hz
390,3900,-228,-14.2500,tone_2hz
391,3910,-217,-13.5625,tone_2hz
392,3920,-203,-12.6875,tone_2hz
393,3930,-185,-11.5625,tone_2hz
394,3940,-164,-10.2500,tone_2hz
395,3950,-141,-8.8125,tone_2hz
396,3960,-116,-7.2500,tone_2hz
397,3970,-88,-5.5000,tone_2hz
398,3980,-60,-3.7500,tone_2hz
399,3990,-30,-1.8750,tone_2hz
400,4000,0,0.0000,tone_2hz
401,4010,30,1.8750,tone_2hz
402,4020,60,3.7500,tone_2hz
403,4030,88,5.5000,tone_2hz
404,4040,116,7.2500,tone_2hz
405,4050,141,8.8125,tone_2hz
406,4060,164,10.2500,tone_2hz
407,4070,185,11.5625,tone_2hz
408,4080,203,12.6875,tone_2hz
409,4090,217,13.5625,tone_2hz
410,4100,228,14.2500,tone_2hz
411,4110,236,14.7500,tone_2hz
412,4120,240,15.0000,tone_2hz
413,4130,240,15.0000,tone_2hz
414,4140,236,14.7500,tone_2hz
415,4150,228,14.2500,tone_2hz
416,4160,217,13.5625,tone_2hz
417,4170,203,12.6875,tone_2hz
418,4180,185,11.5625,tone_2hz
419,4190,164,10.2500,tone_2hz
420,4200,141,8.8125,tone_2hz
421,4210,116,7.2500,tone_2hz
422,4220,88,5.5000,tone_2hz
423,4230,60,3.7500,tone_2hz
424,4240,30,1.8750,tone_2hz
425,4250,0,0.0000,tone_2hz
426,4260,-30,-1.8750,tone_2hz
427,4270,-60,-3.7500,tone_2hz
428,4280,-88,-5.5000,tone_2hz
429,4290,-116,-7.2500,tone_2hz
430,4300,-141,-8.8125,tone_2hz
431,4310,-164,-10.2500,tone_2hz
432,4320,-185,-11.5625,tone_2hz
433,4330,-203,-12.6875,tone_2hz
434,4340,-217,-13.5625,tone_2hz
435,4350,-228,-14.2500,tone_2hz
436,4360,-236,-14.7500,tone_2hz
437,4370,-240,-15.0000,tone_2hz
438,4380,-240,-15.0000,tone_2hz
439,4390,-236,-14.7500,tone_2hz
440,4400,-228,-14.2500,tone_2hz
441,4410,-217,-13.5625,tone_2hz
442,4420,-203,-12.6875,tone_2hz
443,4430,-185,-11.5625,tone_2hz
444,4440,-164,-10.2500,tone_2hz
445,4450,-141,-8.8125,tone_2hz
446,4460,-116,-7.2500,tone_2hz
447,4470,-88,-5.5000,tone_2hz
448,4480,-60,-3.7500,tone_2hz
449,4490,-30,-1.8750,tone_2hz
450,4500,0,0.0000,tone_2hz
451,4510,30,1.8750,tone_2hz
452,4520,60,3.7500,tone_2hz
453,4530,88,5.5000,tone_2hz
454,4540,116,7.2500,tone_2hz
455,4550,141,8.8125,tone_2hz
456,4560,164,10.2500,tone_2hz
457,4570,185,11.5625,tone_2hz
458,4580,203,12.6875,tone_2hz
459,4590,217,13.5625,tone_2hz
460,4600,228,14.2500,tone_2hz
461,4610,236,14.7500,tone_2hz
462,4620,240,15.0000,tone_2hz
463,4630,240,15.0000,tone_2hz
464,4640,236,14.7500,tone_2hz
465,4650,228,14.2500,tone_2hz
466,4660,217,13.5625,tone_2hz
467,4670,203,12.6875,tone_2hz
468,4680,185,11.5625,tone_2hz
469,4690,164,10.2500,tone_2hz
470,4700,141,8.8125,tone_2hz
471,4710,116,7.2500,tone_2hz
472,4720,88,5.5000,tone_2hz
473,4730,60,3.7500,tone_2hz
474,4740,30,1.8750,tone_2hz
475,4750,0,0.0000,tone_2hz
476,4760,-30,-1.8750,tone_2hz
477,4770,-60,-3.7500,tone_2hz
478,4780,-88,-5.5000,tone_2hz
479,4790,-116,-7.2500,tone_2hz
480,4800,-141,-8.8125,tone_2hz
481,4810,-164,-10.2500,tone_2hz
482,4820,-185,-11.5625,tone_2hz
483,4830,-203,-12.6875,tone_2hz
484,4840,-217,-13.5625,tone_2hz
485,4850,-228,-14.2500,tone_2hz
486,4860,-236,-14.7500,tone_2hz
487,4870,-240,-15.0000,tone_2hz
488,4880,-240,-15.0000,tone_2hz
489,4890,-236,-14.7500,tone_2hz
490,4900,-228,-14.2500,tone_2hz
491,4910,-217,-13.5625,tone_2hz
492,4920,-203,-12.6875,tone_2hz
493,4930,-185,-11.5625,tone_2hz
494,4940,-164,-10.2500,tone_2hz
495,4950,-141,-8.8125,tone_2hz
496,4960,-116,-7.2500,tone_2hz
497,4970,-88,-5.5000,tone_2hz
498,4980,-60,-3.7500,tone_2hz
499,4990,-30,-1.8750,tone_2hz
500,5000,0,0.0000,rest_after
501,5010,0,0.0000,rest_after
502,5020,0,0.0000,rest_after
503,5030,0,0.0000,rest_after
504,5040,0,0.0000,rest_after
505,5050,0,0.0000,rest_after
506,5060,0,0.0000,rest_after
507,5070,0,0.0000,rest_after
508,5080,0,0.0000,rest_after
509,5090,0,0.0000,rest_after
510,5100,0,0.0000,rest_after
511,5110,0,0.0000,rest_after
512,5120,0,0.0000,rest_after
513,5130,0,0.0000,rest_after
514,5140,0,0.0000,rest_after
515,5150,0,0.0000,rest_after
516,5160,0,0.0000,rest_after
517,5170,0,0.0000,rest_after
518,5180,0,0.0000,rest_after
519,5190,0,0.0000,rest_after
520,5200,0,0.0000,rest_after
521,5210,0,0.0000,rest_after
522,5220,0,0.0000,rest_after
523,5230,0,0.0000,rest_after
524,5240,0,0.0000,rest_after
525,5250,0,0.0000,rest_after
526,5260,0,0.0000,rest_after
527,5270,0,0.0000,rest_after
528,5280,0,0.0000,rest_after
529,5290,0,0.0000,rest_after
530,5300,0,0.0000,rest_after
531,5310,0,0.0000,rest_after
532,5320,0,0.0000,rest_after
533,5330,0,0.0000,rest_after
534,5340,0,0.0000,rest_after
535,5350,0,0.0000,rest_after
536,5360,0,0.0000,rest_after
537,5370,0,0.0000,rest_after
538,5380,0,0.0000,rest_after
539,5390,0,0.0000,rest_after
540,5400,0,0.0000,rest_after
541,5410,0,0.0000,rest_after
542,5420,0,0.0000,rest_after
543,5430,0,0.0000,rest_after
544,5440,0,0.0000,rest_after
545,5450,0,0.0000,rest_after
546,5460,0,0.0000,rest_after
547,5470,0,0.0000,rest_after
548,5480,0,0.0000,rest_after
549,5490,0,0.0000,rest_after
550,5500,0,0.0000,rest_after
551,5510,0,0.0000,rest_after
552,5520,0,0.0000,rest_after
553,5530,0,0.0000,rest_after
554,5540,0,0.0000,rest_after
555,5550,0,0.0000,rest_after
556,5560,0,0.0000,rest_after
557,5570,0,0.0000,rest_after
558,5580,0,0.0000,rest_after
559,5590,0,0.0000,rest_after
560,5600,0,0.0000,rest_after
561,5610,0,0.0000,rest_after
562,5620,0,0.0000,rest_after
563,5630,0,0.0000,rest_after
564,5640,0,0.0000,rest_after
565,5650,0,0.0000,rest_after
566,5660,0,0.0000,rest_after
567,5670,0,0.0000,rest_after
568,5680,0,0.0000,rest_after
569,5690,0,0.0000,rest_after
570,5700,0,0.0000,rest_after
571,5710,0,0.0000,rest_after
572,5720,0,0.0000,rest_after
573,5730,0,0.0000,rest_after
574,5740,0,0.0000,rest_after
575,5750,0,0.0000,rest_after
576,5760,0,0.0000,rest_after
577,5770,0,0.0000,rest_after
578,5780,0,0.0000,rest_after
579,5790,0,0.0000,rest_after
580,5800,0,0.0000,rest_after
581,5810,0,0.0000,rest_after
582,5820,0,0.0000,rest_after
583,5830,0,0.0000,rest_after
584,5840,0,0.0000,rest_after
585,5850,0,0.0000,rest_after
586,5860,0,0.0000,rest_after
587,5870,0,0.0000,rest_after
588,5880,0,0.0000,rest_after
589,5890,0,0.0000,rest_after
590,5900,0,0.0000,rest_after
591,5910,0,0.0000,rest_after
592,5920,0,0.0000,rest_after
593,5930,0,0.0000,rest_after
594,5940,0,0.0000,rest_after
595,5950,0,0.0000,rest_after
596,5960,0,0.0000,rest_after
597,5970,0,0.0000,rest_after
598,5980,0,0.0000,rest_after
599,5990,0,0.0000,rest_after
600,6000,0,0.0000,rest_after
601,6010,0,0.0000,rest_after
602,6020,0,0.0000,rest_after
603,6030,0,0.0000,rest_after
604,6040,0,0.0000,rest_after
605,6050,0,0.0000,rest_after
606,6060,0,0.0000,rest_after
607,6070,0,0.0000,rest_after
608,6080,0,0.0000,rest_after
609,6090,0,0.0000,rest_after
610,6100,0,0.0000,rest_after
611,6110,0,0.0000,rest_after
612,6120,0,0.0000,rest_after
613,6130,0,0.0000,rest_after
614,6140,0,0.0000,rest_after
615,6150,0,0.0000,rest_after
616,6160,0,0.0000,rest_after
617,6170,0,0.0000,rest_after
618,6180,0,0.0000,rest_after
619,6190,0,0.0000,rest_after
620,6200,0,0.0000,rest_after
621,6210,0,0.0000,rest_after
622,6220,0,0.0000,rest_after
623,6230,0,0.0000,rest_after
624,6240,0,0.0000,rest_after
625,6250,0,0.0000,rest_after
626,6260,0,0.0000,rest_after
627,6270,0,0.0000,rest_after
628,6280,0,0.0000,rest_after
629,6290,0,0.0000,rest_after
630,6300,0,0.0000,rest_after
631,6310,0,0.0000,rest_after
632,6320,0,0.0000,rest_after
633,6330,0,0.0000,rest_after
634,6340,0,0.0000,rest_after
635,6350,0,0.0000,rest_after
636,6360,0,0.0000,rest_after
637,6370,0,0.0000,rest_after
638,6380,0,0.0000,rest_after
639,6390,0,0.0000,rest_after
640,6400,0,0.0000,rest_after
641,6410,0,0.0000,rest_after
642,6420,0,0.0000,rest_after
643,6430,0,0.0000,rest_after
644,6440,0,0.0000,rest_after
645,6450,0,0.0000,rest_after
646,6460,0,0.0000,rest_after
647,6470,0,0.0000,rest_after
648,6480,0,0.0000,rest_after
649,6490,0,0.0000,rest_after
650,6500,0,0.0000,rest_after
651,6510,0,0.0000,rest_after
652,6520,0,0.0000,rest_after
653,6530,0,0.0000,rest_after
654,6540,0,0.0000,rest_after
655,6550,0,0.0000,rest_after
656,6560,0,0.0000,rest_after
657,6570,0,0.0000,rest_after
658,6580,0,0.0000,rest_after
659,6590,0,0.0000,rest_after
660,6600,0,0.0000,rest_after
661,6610,0,0.0000,rest_after
662,6620,0,0.0000,rest_after
663,6630,0,0.0000,rest_after
664,6640,0,0.0000,rest_after
665,6650,0,0.0000,rest_after
666,6660,0,0.0000,rest_after
667,6670,0,0.0000,rest_after
668,6680,0,0.0000,rest_after
669,6690,0,0.0000,rest_after
670,6700,0,0.0000,rest_after
671,6710,0,0.0000,rest_after
672,6720,0,0.0000,rest_after
673,6730,0,0.0000,rest_after
674,6740,0,0.0000,rest_after
675,6750,0,0.0000,rest_after
676,6760,0,0.0000,rest_after
677,6770,0,0.0000,rest_after
678,6780,0,0.0000,rest_after
679,6790,0,0.0000,rest_after
680,6800,0,0.0000,rest_after
681,6810,0,0.0000,rest_after
682,6820,0,0.0000,rest_after
683,6830,0,0.0000,rest_after
684,6840,0,0.0000,rest_after
685,6850,0,0.0000,rest_after
686,6860,0,0.0000,rest_after
687,6870,0,0.0000,rest_after
688,6880,0,0.0000,rest_after
689,6890,0,0.0000,rest_after
690,6900,0,0.0000,rest_after
691,6910,0,0.0000,rest_after
692,6920,0,0.0000,rest_after
693,6930,0,0.0000,rest_after
694,6940,0,0.0000,rest_after
695,6950,0,0.0000,rest_after
696,6960,0,0.0000,rest_after
697,6970,0,0.0000,rest_after
698,6980,0,0.0000,rest_after
699,6990,0,0.0000,rest_after
